relig,cappun,age,educ
protestant,favor,23.0,12.0
none,favor,45.0,12.0
protestant,favor,37.0,17.0
protestant,oppose,23.0,16.0
catholic,favor,37.0,18.0
protestant,favor,35.0,12.0
protestant,favor,49.0,12.0
protestant,favor,41.0,18.0
catholic,favor,48.0,12.0
protestant,favor,58.0,8.0
protestant,favor,25.0,12.0
none,favor,42.0,10.0
catholic,favor,33.0,15.0
protestant,favor,41.0,12.0
catholic,oppose,33.0,12.0
protestant,favor,29.0,13.0
protestant,favor,34.0,12.0
catholic,favor,32.0,16.0
protestant,oppose,38.0,16.0
catholic,favor,38.0,15.0
protestant,favor,47.0,12.0
catholic,favor,54.0,13.0
other,favor,25.0,12.0
protestant,favor,35.0,12.0
catholic,,30.0,12.0
catholic,oppose,21.0,12.0
other,favor,45.0,15.0
protestant,favor,60.0,12.0
catholic,favor,72.0,7.0
jewish,favor,28.0,11.0
catholic,favor,54.0,12.0
protestant,favor,53.0,11.0
protestant,favor,50.0,14.0
catholic,favor,48.0,12.0
catholic,oppose,46.0,12.0
protestant,favor,55.0,11.0
protestant,favor,49.0,12.0
protestant,favor,24.0,13.0
protestant,favor,36.0,12.0
catholic,oppose,34.0,14.0
protestant,favor,52.0,13.0
none,favor,46.0,12.0
protestant,oppose,33.0,12.0
other,favor,50.0,16.0
catholic,favor,32.0,14.0
catholic,favor,33.0,12.0
jewish,favor,61.0,12.0
jewish,oppose,23.0,12.0
protestant,oppose,46.0,12.0
protestant,favor,39.0,12.0
protestant,oppose,22.0,14.0
catholic,favor,42.0,13.0
protestant,favor,37.0,18.0
protestant,favor,29.0,14.0
protestant,favor,42.0,12.0
none,favor,30.0,14.0
catholic,favor,42.0,10.0
protestant,favor,45.0,12.0
protestant,favor,27.0,13.0
protestant,,72.0,16.0
protestant,oppose,19.0,11.0
none,favor,54.0,12.0
none,favor,33.0,19.0
protestant,favor,49.0,20.0
protestant,favor,25.0,14.0
none,favor,47.0,13.0
catholic,oppose,31.0,14.0
protestant,oppose,28.0,14.0
catholic,oppose,31.0,11.0
protestant,favor,20.0,13.0
catholic,favor,34.0,12.0
protestant,favor,46.0,10.0
none,oppose,37.0,11.0
protestant,favor,53.0,16.0
protestant,favor,53.0,12.0
protestant,favor,50.0,12.0
other,favor,87.0,11.0
protestant,favor,64.0,8.0
protestant,oppose,39.0,13.0
protestant,favor,48.0,10.0
protestant,oppose,27.0,13.0
catholic,favor,37.0,12.0
none,oppose,24.0,12.0
protestant,favor,72.0,12.0
protestant,favor,49.0,8.0
protestant,oppose,75.0,12.0
catholic,favor,50.0,10.0
protestant,favor,57.0,14.0
protestant,favor,65.0,12.0
protestant,favor,43.0,12.0
protestant,favor,23.0,12.0
catholic,favor,47.0,8.0
catholic,favor,24.0,11.0
jewish,oppose,57.0,8.0
catholic,favor,20.0,11.0
protestant,favor,44.0,8.0
protestant,favor,60.0,11.0
protestant,favor,57.0,17.0
protestant,favor,85.0,8.0
,favor,23.0,13.0
protestant,favor,40.0,11.0
protestant,favor,40.0,12.0
protestant,favor,40.0,12.0
protestant,favor,52.0,15.0
catholic,oppose,19.0,12.0
protestant,oppose,37.0,12.0
catholic,oppose,70.0,16.0
protestant,oppose,52.0,16.0
protestant,favor,20.0,12.0
protestant,favor,74.0,8.0
catholic,favor,63.0,7.0
protestant,favor,22.0,12.0
catholic,favor,25.0,12.0
jewish,favor,24.0,13.0
protestant,favor,46.0,12.0
protestant,favor,66.0,8.0
protestant,favor,42.0,12.0
protestant,favor,53.0,12.0
catholic,favor,25.0,12.0
protestant,favor,42.0,12.0
protestant,oppose,50.0,7.0
protestant,favor,60.0,12.0
protestant,favor,29.0,12.0
jewish,,34.0,17.0
protestant,favor,26.0,12.0
protestant,favor,31.0,12.0
protestant,oppose,22.0,12.0
protestant,oppose,19.0,11.0
protestant,favor,67.0,8.0
protestant,favor,55.0,9.0
protestant,,66.0,12.0
protestant,favor,37.0,16.0
protestant,oppose,66.0,8.0
catholic,favor,48.0,16.0
catholic,favor,25.0,17.0
protestant,favor,78.0,14.0
protestant,favor,73.0,8.0
protestant,favor,62.0,12.0
catholic,favor,49.0,12.0
protestant,favor,48.0,14.0
protestant,favor,56.0,12.0
protestant,favor,19.0,12.0
catholic,favor,58.0,9.0
catholic,favor,25.0,16.0
protestant,favor,58.0,15.0
protestant,favor,34.0,11.0
catholic,favor,66.0,8.0
catholic,oppose,22.0,9.0
protestant,oppose,35.0,15.0
catholic,favor,24.0,14.0
protestant,oppose,21.0,12.0
catholic,,28.0,18.0
protestant,,30.0,16.0
catholic,favor,51.0,16.0
catholic,,29.0,16.0
catholic,oppose,55.0,8.0
protestant,favor,23.0,12.0
catholic,oppose,34.0,12.0
protestant,oppose,28.0,12.0
catholic,oppose,66.0,8.0
protestant,oppose,54.0,12.0
protestant,favor,30.0,13.0
protestant,favor,41.0,14.0
protestant,favor,30.0,16.0
protestant,,53.0,9.0
catholic,favor,70.0,8.0
protestant,oppose,33.0,12.0
catholic,favor,35.0,11.0
catholic,favor,35.0,12.0
catholic,oppose,48.0,10.0
catholic,oppose,24.0,12.0
catholic,favor,20.0,14.0
protestant,oppose,46.0,12.0
protestant,oppose,65.0,6.0
catholic,,63.0,8.0
protestant,favor,20.0,12.0
protestant,favor,26.0,16.0
catholic,favor,54.0,12.0
none,favor,38.0,15.0
none,,26.0,16.0
protestant,oppose,51.0,10.0
protestant,favor,22.0,12.0
protestant,oppose,24.0,10.0
protestant,oppose,61.0,12.0
protestant,favor,76.0,7.0
protestant,favor,41.0,11.0
protestant,favor,38.0,13.0
protestant,favor,76.0,8.0
protestant,oppose,67.0,10.0
protestant,oppose,49.0,9.0
protestant,oppose,54.0,9.0
protestant,favor,34.0,12.0
protestant,favor,41.0,11.0
catholic,favor,63.0,16.0
protestant,favor,81.0,5.0
catholic,,43.0,
none,favor,20.0,13.0
protestant,favor,22.0,14.0
protestant,favor,56.0,7.0
protestant,oppose,57.0,9.0
protestant,favor,21.0,9.0
protestant,oppose,37.0,19.0
protestant,favor,68.0,9.0
protestant,,51.0,8.0
protestant,oppose,21.0,7.0
protestant,oppose,28.0,9.0
protestant,favor,23.0,9.0
protestant,favor,53.0,12.0
protestant,favor,61.0,14.0
protestant,favor,42.0,16.0
protestant,favor,63.0,9.0
protestant,favor,59.0,11.0
protestant,oppose,31.0,18.0
catholic,oppose,34.0,15.0
protestant,favor,72.0,12.0
catholic,favor,21.0,12.0
protestant,favor,71.0,15.0
protestant,favor,64.0,11.0
protestant,,56.0,11.0
protestant,,76.0,6.0
protestant,favor,67.0,3.0
protestant,favor,55.0,7.0
protestant,favor,65.0,7.0
protestant,,30.0,8.0
protestant,favor,40.0,10.0
protestant,favor,36.0,18.0
protestant,favor,73.0,12.0
protestant,favor,49.0,12.0
protestant,favor,68.0,12.0
protestant,oppose,23.0,16.0
protestant,favor,27.0,12.0
protestant,favor,65.0,10.0
protestant,oppose,49.0,9.0
protestant,oppose,35.0,12.0
protestant,oppose,26.0,11.0
protestant,favor,24.0,13.0
protestant,favor,73.0,10.0
catholic,oppose,33.0,20.0
protestant,favor,58.0,11.0
catholic,oppose,54.0,13.0
jewish,oppose,54.0,12.0
catholic,favor,56.0,12.0
protestant,favor,63.0,8.0
protestant,favor,20.0,13.0
protestant,favor,53.0,5.0
protestant,favor,32.0,12.0
protestant,favor,86.0,5.0
protestant,favor,66.0,4.0
protestant,favor,88.0,9.0
protestant,oppose,49.0,15.0
protestant,favor,22.0,12.0
protestant,favor,50.0,10.0
protestant,favor,48.0,7.0
protestant,favor,77.0,8.0
protestant,oppose,74.0,7.0
protestant,favor,19.0,11.0
protestant,favor,23.0,12.0
protestant,favor,20.0,13.0
catholic,favor,30.0,12.0
protestant,favor,26.0,13.0
catholic,favor,19.0,12.0
protestant,favor,29.0,12.0
catholic,favor,30.0,14.0
protestant,favor,23.0,13.0
protestant,favor,42.0,15.0
protestant,favor,28.0,12.0
protestant,favor,29.0,14.0
protestant,favor,60.0,11.0
catholic,favor,20.0,12.0
protestant,favor,55.0,13.0
catholic,favor,28.0,15.0
none,favor,25.0,12.0
protestant,favor,29.0,12.0
protestant,favor,82.0,5.0
protestant,,57.0,10.0
protestant,favor,74.0,10.0
catholic,oppose,18.0,11.0
protestant,favor,26.0,13.0
protestant,favor,61.0,11.0
protestant,oppose,66.0,9.0
protestant,favor,44.0,6.0
protestant,favor,52.0,8.0
protestant,favor,56.0,10.0
protestant,favor,59.0,12.0
catholic,favor,74.0,9.0
protestant,favor,19.0,12.0
protestant,favor,61.0,16.0
catholic,favor,62.0,8.0
protestant,favor,78.0,8.0
protestant,favor,58.0,12.0
protestant,favor,79.0,8.0
catholic,favor,62.0,16.0
protestant,favor,26.0,12.0
protestant,,40.0,10.0
protestant,favor,75.0,16.0
protestant,oppose,82.0,12.0
protestant,favor,53.0,12.0
protestant,favor,61.0,16.0
protestant,favor,64.0,8.0
protestant,oppose,21.0,12.0
protestant,favor,60.0,8.0
catholic,favor,34.0,12.0
protestant,favor,26.0,12.0
protestant,favor,21.0,12.0
protestant,favor,66.0,8.0
protestant,favor,44.0,12.0
protestant,favor,83.0,8.0
protestant,favor,73.0,8.0
protestant,favor,43.0,12.0
protestant,favor,36.0,8.0
protestant,oppose,22.0,
protestant,oppose,74.0,8.0
catholic,favor,36.0,12.0
protestant,oppose,39.0,12.0
protestant,favor,54.0,14.0
protestant,,69.0,6.0
protestant,favor,24.0,12.0
catholic,favor,21.0,12.0
protestant,favor,81.0,4.0
protestant,favor,63.0,8.0
catholic,oppose,22.0,9.0
protestant,favor,71.0,15.0
protestant,oppose,22.0,12.0
protestant,favor,53.0,15.0
protestant,favor,45.0,10.0
catholic,favor,41.0,9.0
protestant,oppose,58.0,7.0
protestant,favor,23.0,13.0
protestant,favor,56.0,12.0
protestant,favor,20.0,12.0
protestant,favor,33.0,10.0
protestant,oppose,77.0,7.0
protestant,favor,48.0,4.0
protestant,favor,71.0,6.0
protestant,oppose,71.0,6.0
protestant,favor,66.0,11.0
protestant,oppose,36.0,16.0
protestant,favor,68.0,8.0
protestant,favor,25.0,12.0
protestant,oppose,71.0,10.0
protestant,favor,52.0,8.0
protestant,,63.0,12.0
protestant,favor,47.0,12.0
protestant,,74.0,5.0
protestant,,44.0,10.0
protestant,oppose,25.0,16.0
protestant,oppose,55.0,9.0
protestant,favor,26.0,12.0
protestant,favor,53.0,11.0
protestant,favor,55.0,0.0
protestant,favor,20.0,13.0
catholic,favor,40.0,12.0
catholic,favor,54.0,12.0
catholic,favor,58.0,9.0
catholic,oppose,22.0,15.0
catholic,favor,47.0,14.0
catholic,favor,46.0,11.0
protestant,,61.0,12.0
catholic,,38.0,13.0
catholic,favor,63.0,12.0
protestant,oppose,60.0,12.0
catholic,favor,55.0,12.0
catholic,favor,34.0,5.0
catholic,favor,22.0,12.0
protestant,favor,29.0,12.0
catholic,favor,56.0,12.0
protestant,oppose,41.0,16.0
jewish,favor,,12.0
catholic,oppose,34.0,16.0
catholic,,50.0,9.0
catholic,favor,31.0,17.0
none,favor,65.0,12.0
none,oppose,25.0,13.0
protestant,favor,58.0,16.0
catholic,oppose,40.0,16.0
protestant,favor,50.0,15.0
none,favor,19.0,12.0
none,favor,46.0,16.0
protestant,favor,42.0,16.0
catholic,favor,46.0,10.0
protestant,favor,63.0,11.0
,favor,49.0,5.0
protestant,favor,58.0,12.0
catholic,favor,50.0,12.0
protestant,favor,68.0,11.0
jewish,oppose,35.0,15.0
none,favor,,16.0
protestant,oppose,63.0,12.0
other,,28.0,12.0
catholic,oppose,50.0,5.0
protestant,favor,41.0,14.0
catholic,oppose,69.0,5.0
protestant,favor,61.0,12.0
catholic,oppose,57.0,3.0
catholic,favor,79.0,8.0
protestant,favor,57.0,17.0
catholic,oppose,39.0,6.0
protestant,favor,71.0,6.0
catholic,favor,40.0,
protestant,oppose,34.0,15.0
catholic,oppose,27.0,8.0
jewish,,82.0,
jewish,favor,55.0,12.0
catholic,favor,21.0,14.0
catholic,favor,50.0,12.0
catholic,favor,25.0,16.0
protestant,oppose,33.0,12.0
protestant,oppose,33.0,15.0
protestant,favor,57.0,12.0
catholic,favor,35.0,12.0
protestant,oppose,20.0,12.0
catholic,favor,50.0,12.0
protestant,,56.0,9.0
protestant,favor,30.0,12.0
catholic,favor,19.0,11.0
jewish,favor,27.0,18.0
jewish,favor,37.0,13.0
none,favor,35.0,16.0
protestant,oppose,56.0,12.0
catholic,oppose,20.0,13.0
protestant,oppose,65.0,2.0
protestant,oppose,24.0,12.0
protestant,oppose,37.0,12.0
protestant,favor,59.0,7.0
protestant,oppose,43.0,12.0
protestant,favor,22.0,12.0
protestant,favor,67.0,3.0
protestant,favor,57.0,8.0
catholic,favor,52.0,12.0
protestant,favor,39.0,12.0
protestant,favor,51.0,12.0
protestant,favor,43.0,12.0
protestant,oppose,40.0,12.0
catholic,favor,61.0,9.0
protestant,favor,48.0,12.0
catholic,favor,64.0,7.0
protestant,oppose,74.0,8.0
catholic,oppose,30.0,12.0
catholic,favor,20.0,11.0
catholic,favor,76.0,8.0
none,oppose,26.0,14.0
catholic,oppose,42.0,10.0
protestant,oppose,64.0,17.0
none,,36.0,16.0
catholic,favor,64.0,10.0
protestant,oppose,34.0,16.0
catholic,oppose,30.0,16.0
protestant,oppose,71.0,16.0
protestant,oppose,54.0,16.0
catholic,oppose,38.0,12.0
catholic,favor,74.0,8.0
catholic,favor,23.0,12.0
protestant,favor,36.0,10.0
catholic,favor,53.0,9.0
none,favor,29.0,9.0
protestant,favor,58.0,12.0
protestant,favor,67.0,8.0
protestant,favor,26.0,13.0
protestant,favor,35.0,10.0
catholic,oppose,33.0,12.0
other,favor,32.0,18.0
protestant,,60.0,12.0
catholic,favor,47.0,16.0
jewish,favor,59.0,18.0
protestant,favor,58.0,12.0
protestant,oppose,61.0,12.0
catholic,oppose,36.0,16.0
protestant,favor,42.0,16.0
other,,25.0,12.0
protestant,favor,67.0,5.0
protestant,oppose,25.0,9.0
protestant,oppose,35.0,16.0
other,oppose,32.0,7.0
catholic,favor,45.0,10.0
catholic,favor,29.0,14.0
catholic,favor,26.0,15.0
catholic,favor,30.0,10.0
catholic,favor,20.0,14.0
catholic,favor,68.0,7.0
protestant,favor,63.0,15.0
protestant,,51.0,12.0
none,favor,28.0,13.0
protestant,favor,27.0,10.0
protestant,favor,32.0,14.0
catholic,favor,30.0,18.0
protestant,favor,39.0,13.0
none,oppose,40.0,20.0
protestant,oppose,31.0,19.0
catholic,favor,41.0,16.0
catholic,,42.0,13.0
jewish,favor,26.0,16.0
protestant,favor,38.0,12.0
catholic,favor,33.0,12.0
protestant,favor,65.0,12.0
catholic,favor,53.0,14.0
protestant,oppose,73.0,8.0
catholic,favor,46.0,20.0
catholic,oppose,53.0,12.0
protestant,favor,42.0,12.0
catholic,favor,26.0,12.0
protestant,oppose,44.0,11.0
protestant,favor,39.0,19.0
catholic,favor,42.0,11.0
catholic,oppose,42.0,16.0
none,favor,33.0,18.0
catholic,oppose,20.0,13.0
catholic,favor,23.0,12.0
none,favor,23.0,13.0
protestant,oppose,28.0,15.0
protestant,favor,51.0,12.0
protestant,favor,33.0,16.0
,favor,23.0,15.0
protestant,oppose,58.0,19.0
protestant,oppose,32.0,12.0
protestant,favor,20.0,10.0
protestant,favor,33.0,12.0
protestant,oppose,37.0,12.0
protestant,favor,54.0,8.0
protestant,favor,27.0,11.0
protestant,favor,65.0,6.0
catholic,favor,54.0,16.0
none,favor,27.0,17.0
catholic,,50.0,12.0
catholic,favor,49.0,11.0
catholic,favor,30.0,12.0
catholic,favor,66.0,12.0
catholic,favor,54.0,12.0
catholic,favor,44.0,12.0
catholic,favor,31.0,12.0
protestant,oppose,28.0,20.0
protestant,favor,52.0,12.0
protestant,favor,43.0,16.0
catholic,favor,55.0,11.0
catholic,favor,35.0,12.0
protestant,oppose,47.0,12.0
none,oppose,25.0,11.0
catholic,oppose,42.0,12.0
protestant,favor,34.0,12.0
catholic,oppose,28.0,12.0
catholic,favor,21.0,12.0
protestant,favor,63.0,8.0
protestant,oppose,45.0,9.0
catholic,favor,25.0,12.0
protestant,oppose,61.0,12.0
catholic,favor,35.0,12.0
catholic,favor,33.0,15.0
protestant,oppose,48.0,12.0
protestant,favor,46.0,16.0
protestant,oppose,34.0,16.0
catholic,oppose,25.0,12.0
protestant,favor,36.0,12.0
protestant,,45.0,16.0
protestant,favor,28.0,12.0
catholic,favor,44.0,7.0
protestant,favor,51.0,8.0
catholic,favor,51.0,12.0
protestant,favor,30.0,11.0
protestant,,73.0,9.0
protestant,favor,43.0,8.0
protestant,favor,51.0,12.0
none,oppose,29.0,8.0
protestant,favor,34.0,8.0
protestant,favor,76.0,8.0
protestant,favor,72.0,10.0
protestant,oppose,53.0,9.0
protestant,favor,59.0,12.0
catholic,oppose,60.0,8.0
catholic,favor,40.0,17.0
protestant,favor,61.0,16.0
protestant,oppose,37.0,18.0
protestant,favor,55.0,16.0
protestant,oppose,48.0,20.0
protestant,oppose,60.0,16.0
protestant,,41.0,14.0
catholic,favor,30.0,16.0
none,favor,31.0,12.0
catholic,oppose,58.0,13.0
catholic,oppose,58.0,8.0
protestant,favor,37.0,11.0
protestant,favor,60.0,12.0
catholic,favor,24.0,16.0
protestant,favor,57.0,16.0
protestant,favor,29.0,12.0
protestant,favor,51.0,13.0
protestant,favor,57.0,13.0
protestant,favor,37.0,19.0
protestant,oppose,44.0,16.0
protestant,oppose,34.0,11.0
none,favor,70.0,12.0
catholic,favor,62.0,10.0
protestant,oppose,60.0,12.0
protestant,favor,42.0,18.0
catholic,favor,73.0,16.0
protestant,favor,40.0,14.0
catholic,favor,73.0,10.0
protestant,favor,70.0,9.0
catholic,favor,36.0,12.0
protestant,favor,27.0,12.0
protestant,favor,53.0,16.0
protestant,oppose,37.0,7.0
protestant,oppose,32.0,14.0
protestant,favor,40.0,12.0
protestant,,26.0,12.0
protestant,favor,39.0,16.0
protestant,favor,83.0,4.0
protestant,favor,49.0,13.0
protestant,oppose,28.0,11.0
protestant,favor,22.0,11.0
protestant,favor,65.0,12.0
protestant,oppose,44.0,11.0
protestant,oppose,28.0,19.0
protestant,,52.0,12.0
protestant,oppose,31.0,12.0
protestant,favor,50.0,17.0
protestant,favor,49.0,16.0
catholic,favor,58.0,12.0
none,oppose,30.0,13.0
protestant,favor,31.0,20.0
jewish,favor,25.0,13.0
protestant,oppose,50.0,11.0
protestant,favor,31.0,12.0
protestant,oppose,27.0,16.0
protestant,oppose,63.0,19.0
catholic,favor,22.0,12.0
protestant,favor,29.0,10.0
protestant,favor,38.0,12.0
protestant,favor,50.0,15.0
jewish,favor,37.0,18.0
protestant,favor,24.0,13.0
protestant,,56.0,10.0
protestant,oppose,56.0,12.0
protestant,oppose,46.0,3.0
none,,45.0,15.0
protestant,oppose,63.0,3.0
protestant,favor,48.0,11.0
catholic,oppose,29.0,9.0
protestant,favor,25.0,9.0
protestant,oppose,26.0,12.0
protestant,favor,66.0,6.0
protestant,favor,53.0,10.0
protestant,favor,46.0,4.0
protestant,favor,26.0,10.0
protestant,oppose,40.0,12.0
protestant,,67.0,12.0
catholic,oppose,57.0,17.0
protestant,,34.0,12.0
other,favor,28.0,15.0
protestant,favor,45.0,12.0
protestant,favor,26.0,12.0
protestant,favor,58.0,12.0
protestant,oppose,43.0,14.0
protestant,,26.0,12.0
catholic,favor,85.0,12.0
protestant,favor,27.0,12.0
catholic,favor,26.0,16.0
protestant,oppose,26.0,17.0
protestant,favor,49.0,15.0
protestant,oppose,24.0,12.0
protestant,oppose,39.0,16.0
protestant,oppose,38.0,14.0
protestant,favor,36.0,13.0
protestant,oppose,49.0,16.0
protestant,favor,30.0,6.0
protestant,oppose,66.0,11.0
protestant,favor,49.0,12.0
protestant,favor,27.0,14.0
none,favor,70.0,12.0
catholic,favor,25.0,13.0
protestant,favor,58.0,11.0
protestant,favor,76.0,6.0
none,oppose,59.0,8.0
protestant,favor,26.0,15.0
protestant,favor,38.0,6.0
catholic,favor,61.0,12.0
protestant,oppose,27.0,12.0
protestant,oppose,19.0,11.0
protestant,oppose,65.0,4.0
none,favor,43.0,9.0
protestant,favor,76.0,7.0
protestant,,33.0,12.0
protestant,oppose,57.0,7.0
protestant,oppose,53.0,9.0
protestant,favor,59.0,16.0
protestant,oppose,78.0,6.0
protestant,favor,67.0,16.0
protestant,,53.0,8.0
none,favor,21.0,12.0
protestant,favor,34.0,16.0
protestant,favor,36.0,12.0
none,oppose,31.0,10.0
protestant,,30.0,12.0
protestant,favor,33.0,6.0
protestant,oppose,21.0,12.0
protestant,oppose,31.0,12.0
protestant,favor,20.0,12.0
protestant,favor,62.0,12.0
protestant,,53.0,5.0
protestant,favor,42.0,5.0
catholic,oppose,57.0,12.0
protestant,oppose,22.0,11.0
protestant,oppose,19.0,12.0
protestant,favor,26.0,13.0
protestant,oppose,50.0,12.0
protestant,favor,55.0,7.0
none,favor,71.0,9.0
protestant,favor,,0.0
protestant,oppose,32.0,12.0
protestant,oppose,57.0,4.0
protestant,,26.0,16.0
protestant,favor,33.0,11.0
catholic,,47.0,7.0
catholic,favor,54.0,7.0
catholic,favor,45.0,9.0
catholic,favor,43.0,12.0
catholic,favor,62.0,9.0
protestant,favor,46.0,20.0
protestant,favor,48.0,19.0
none,favor,26.0,14.0
protestant,favor,30.0,11.0
protestant,favor,34.0,9.0
protestant,favor,38.0,12.0
protestant,favor,22.0,11.0
protestant,favor,28.0,12.0
protestant,favor,45.0,7.0
protestant,favor,59.0,17.0
protestant,favor,58.0,8.0
protestant,favor,38.0,11.0
protestant,favor,47.0,12.0
protestant,oppose,33.0,11.0
protestant,oppose,62.0,7.0
protestant,favor,70.0,16.0
protestant,favor,18.0,10.0
protestant,favor,38.0,12.0
protestant,favor,35.0,11.0
protestant,favor,62.0,12.0
protestant,favor,30.0,14.0
protestant,favor,35.0,12.0
protestant,oppose,63.0,14.0
protestant,favor,59.0,4.0
protestant,oppose,68.0,12.0
catholic,favor,30.0,7.0
protestant,favor,64.0,11.0
none,favor,20.0,15.0
protestant,favor,24.0,12.0
none,favor,39.0,12.0
protestant,oppose,28.0,11.0
protestant,favor,29.0,9.0
protestant,favor,64.0,11.0
protestant,favor,34.0,14.0
protestant,oppose,45.0,10.0
protestant,favor,25.0,16.0
protestant,favor,26.0,10.0
protestant,favor,22.0,12.0
protestant,oppose,67.0,12.0
protestant,favor,50.0,6.0
protestant,,68.0,11.0
protestant,favor,19.0,11.0
protestant,favor,36.0,13.0
protestant,favor,52.0,14.0
protestant,favor,58.0,12.0
protestant,oppose,81.0,10.0
protestant,favor,74.0,8.0
catholic,favor,52.0,8.0
protestant,favor,62.0,12.0
catholic,favor,45.0,9.0
protestant,favor,25.0,10.0
protestant,favor,67.0,11.0
protestant,oppose,52.0,14.0
protestant,favor,52.0,7.0
protestant,favor,38.0,12.0
protestant,,57.0,12.0
protestant,favor,34.0,14.0
protestant,favor,33.0,12.0
catholic,favor,50.0,10.0
protestant,oppose,19.0,12.0
protestant,favor,50.0,12.0
protestant,favor,28.0,12.0
protestant,oppose,26.0,14.0
catholic,oppose,45.0,8.0
none,oppose,72.0,10.0
protestant,favor,68.0,8.0
protestant,oppose,21.0,13.0
protestant,favor,43.0,14.0
protestant,favor,38.0,13.0
none,favor,55.0,16.0
protestant,favor,58.0,10.0
catholic,favor,23.0,12.0
none,favor,20.0,12.0
protestant,favor,58.0,12.0
jewish,favor,47.0,16.0
other,favor,20.0,11.0
jewish,oppose,26.0,14.0
jewish,oppose,25.0,18.0
protestant,favor,67.0,13.0
catholic,favor,23.0,16.0
jewish,favor,67.0,12.0
catholic,favor,65.0,14.0
protestant,favor,70.0,14.0
catholic,favor,73.0,7.0
protestant,favor,39.0,12.0
none,favor,33.0,16.0
protestant,favor,74.0,11.0
catholic,oppose,23.0,13.0
none,favor,36.0,18.0
protestant,oppose,23.0,10.0
catholic,favor,42.0,14.0
jewish,,37.0,19.0
none,oppose,31.0,14.0
protestant,favor,58.0,14.0
protestant,favor,64.0,16.0
protestant,oppose,33.0,16.0
jewish,favor,59.0,17.0
jewish,favor,55.0,12.0
jewish,oppose,64.0,19.0
protestant,favor,26.0,13.0
protestant,,50.0,10.0
catholic,favor,47.0,8.0
protestant,oppose,54.0,13.0
protestant,oppose,39.0,16.0
catholic,favor,29.0,10.0
