relig,cappun,age,educ
protestant,favor,32.0,16.0
none,oppose,40.0,12.0
protestant,oppose,38.0,14.0
protestant,favor,40.0,12.0
protestant,favor,32.0,12.0
protestant,favor,32.0,12.0
protestant,favor,33.0,12.0
protestant,oppose,39.0,20.0
protestant,favor,58.0,20.0
protestant,favor,47.0,16.0
catholic,favor,50.0,14.0
protestant,oppose,52.0,15.0
protestant,favor,62.0,3.0
protestant,oppose,56.0,11.0
protestant,favor,43.0,13.0
catholic,favor,24.0,16.0
none,favor,31.0,9.0
protestant,,74.0,12.0
none,favor,30.0,12.0
protestant,favor,44.0,16.0
protestant,oppose,31.0,20.0
protestant,favor,40.0,18.0
none,favor,37.0,13.0
protestant,favor,44.0,13.0
protestant,favor,41.0,15.0
protestant,oppose,46.0,18.0
protestant,favor,50.0,10.0
protestant,favor,57.0,18.0
protestant,favor,75.0,16.0
catholic,oppose,33.0,14.0
protestant,favor,61.0,12.0
protestant,favor,29.0,14.0
protestant,favor,45.0,12.0
protestant,oppose,61.0,8.0
protestant,favor,81.0,8.0
protestant,favor,38.0,12.0
catholic,favor,89.0,4.0
catholic,favor,81.0,5.0
catholic,favor,74.0,8.0
protestant,oppose,30.0,12.0
catholic,favor,39.0,12.0
catholic,,56.0,16.0
catholic,oppose,42.0,16.0
protestant,favor,58.0,10.0
protestant,favor,30.0,12.0
protestant,favor,84.0,12.0
protestant,oppose,58.0,12.0
protestant,favor,31.0,14.0
catholic,favor,28.0,12.0
protestant,favor,71.0,9.0
protestant,favor,40.0,20.0
protestant,favor,31.0,12.0
catholic,favor,49.0,13.0
none,favor,22.0,11.0
protestant,favor,38.0,12.0
protestant,,30.0,13.0
protestant,favor,55.0,12.0
protestant,oppose,37.0,13.0
protestant,favor,21.0,14.0
protestant,favor,44.0,12.0
catholic,oppose,47.0,12.0
protestant,oppose,32.0,18.0
catholic,oppose,32.0,16.0
protestant,oppose,25.0,17.0
catholic,favor,29.0,12.0
protestant,favor,47.0,18.0
protestant,favor,32.0,12.0
protestant,favor,44.0,16.0
catholic,,34.0,20.0
protestant,favor,38.0,14.0
protestant,,42.0,12.0
jewish,,22.0,15.0
protestant,favor,30.0,12.0
jewish,oppose,23.0,15.0
catholic,oppose,24.0,16.0
protestant,oppose,68.0,16.0
none,favor,23.0,16.0
protestant,favor,39.0,20.0
none,favor,23.0,14.0
protestant,,52.0,12.0
catholic,oppose,67.0,12.0
catholic,favor,35.0,17.0
catholic,favor,29.0,10.0
protestant,favor,79.0,12.0
protestant,favor,38.0,12.0
catholic,favor,32.0,12.0
protestant,favor,82.0,8.0
protestant,oppose,88.0,12.0
protestant,oppose,55.0,14.0
other,favor,57.0,15.0
protestant,favor,37.0,13.0
protestant,oppose,26.0,12.0
protestant,favor,47.0,16.0
protestant,favor,40.0,16.0
protestant,favor,67.0,10.0
protestant,oppose,18.0,10.0
none,favor,44.0,9.0
catholic,favor,42.0,16.0
catholic,favor,69.0,20.0
catholic,favor,37.0,16.0
catholic,favor,70.0,17.0
catholic,favor,71.0,20.0
protestant,favor,73.0,8.0
protestant,favor,58.0,10.0
protestant,favor,72.0,4.0
protestant,favor,48.0,13.0
none,favor,49.0,12.0
protestant,favor,66.0,7.0
protestant,favor,64.0,10.0
protestant,favor,72.0,5.0
protestant,oppose,35.0,8.0
protestant,,34.0,4.0
protestant,favor,65.0,8.0
protestant,oppose,58.0,11.0
protestant,oppose,54.0,11.0
protestant,oppose,66.0,12.0
catholic,,40.0,15.0
protestant,oppose,43.0,14.0
protestant,oppose,72.0,6.0
protestant,oppose,28.0,15.0
protestant,,32.0,12.0
protestant,favor,31.0,14.0
catholic,favor,44.0,12.0
protestant,favor,39.0,12.0
protestant,favor,41.0,12.0
protestant,oppose,32.0,15.0
other,favor,23.0,16.0
catholic,favor,20.0,12.0
protestant,favor,30.0,14.0
protestant,favor,58.0,8.0
protestant,oppose,20.0,12.0
protestant,favor,28.0,12.0
protestant,oppose,48.0,14.0
protestant,oppose,50.0,14.0
protestant,favor,55.0,18.0
protestant,favor,60.0,12.0
protestant,,35.0,16.0
protestant,oppose,42.0,13.0
catholic,favor,29.0,16.0
catholic,favor,37.0,12.0
protestant,favor,37.0,11.0
catholic,favor,42.0,12.0
protestant,oppose,28.0,12.0
protestant,,41.0,12.0
other,favor,41.0,16.0
jewish,favor,81.0,14.0
protestant,favor,68.0,16.0
jewish,favor,62.0,18.0
protestant,favor,48.0,16.0
catholic,favor,47.0,11.0
protestant,favor,31.0,12.0
catholic,favor,63.0,0.0
protestant,favor,50.0,12.0
catholic,favor,22.0,8.0
protestant,favor,67.0,14.0
protestant,favor,35.0,14.0
protestant,favor,35.0,9.0
protestant,,48.0,19.0
protestant,oppose,67.0,16.0
protestant,favor,26.0,10.0
protestant,favor,24.0,12.0
protestant,favor,39.0,16.0
other,favor,63.0,12.0
protestant,favor,82.0,14.0
catholic,oppose,74.0,16.0
catholic,favor,38.0,13.0
protestant,favor,37.0,16.0
protestant,favor,47.0,14.0
protestant,,38.0,12.0
protestant,favor,41.0,12.0
protestant,favor,30.0,12.0
protestant,favor,64.0,13.0
other,oppose,28.0,17.0
catholic,favor,41.0,20.0
protestant,favor,33.0,14.0
protestant,favor,52.0,12.0
none,,26.0,12.0
protestant,favor,38.0,15.0
catholic,favor,56.0,11.0
protestant,,45.0,
protestant,,32.0,
protestant,,82.0,3.0
protestant,favor,26.0,13.0
protestant,favor,29.0,12.0
protestant,,70.0,12.0
catholic,favor,70.0,12.0
protestant,favor,84.0,8.0
protestant,favor,24.0,8.0
catholic,favor,62.0,8.0
protestant,favor,45.0,13.0
protestant,favor,68.0,10.0
protestant,favor,19.0,12.0
catholic,favor,67.0,11.0
protestant,favor,24.0,12.0
catholic,favor,38.0,12.0
catholic,favor,41.0,14.0
protestant,favor,33.0,15.0
protestant,favor,35.0,17.0
protestant,favor,26.0,16.0
protestant,favor,36.0,12.0
protestant,favor,73.0,19.0
none,favor,75.0,12.0
protestant,favor,25.0,16.0
protestant,,66.0,12.0
protestant,favor,43.0,12.0
protestant,favor,46.0,16.0
protestant,oppose,77.0,10.0
protestant,favor,72.0,12.0
protestant,oppose,27.0,12.0
catholic,favor,36.0,15.0
catholic,favor,62.0,11.0
protestant,favor,40.0,12.0
catholic,favor,42.0,12.0
catholic,favor,61.0,7.0
protestant,,80.0,15.0
protestant,oppose,63.0,14.0
protestant,favor,31.0,14.0
protestant,favor,33.0,9.0
catholic,favor,20.0,7.0
protestant,favor,21.0,13.0
catholic,,67.0,6.0
catholic,favor,49.0,16.0
protestant,favor,37.0,9.0
protestant,favor,21.0,11.0
protestant,favor,55.0,10.0
catholic,favor,23.0,15.0
protestant,favor,80.0,13.0
jewish,favor,76.0,8.0
protestant,favor,81.0,8.0
other,oppose,31.0,13.0
catholic,favor,24.0,12.0
protestant,favor,49.0,10.0
catholic,favor,21.0,12.0
protestant,favor,20.0,12.0
protestant,oppose,21.0,15.0
protestant,favor,65.0,7.0
protestant,oppose,27.0,12.0
protestant,favor,53.0,3.0
protestant,favor,62.0,8.0
protestant,favor,26.0,9.0
protestant,favor,43.0,9.0
protestant,favor,78.0,8.0
protestant,oppose,50.0,9.0
protestant,oppose,29.0,10.0
protestant,favor,89.0,0.0
protestant,oppose,42.0,12.0
protestant,oppose,76.0,8.0
catholic,favor,21.0,13.0
protestant,oppose,69.0,12.0
protestant,favor,44.0,10.0
protestant,favor,50.0,3.0
protestant,favor,73.0,7.0
protestant,favor,80.0,7.0
protestant,favor,80.0,8.0
protestant,favor,82.0,10.0
protestant,favor,42.0,12.0
protestant,favor,25.0,9.0
catholic,favor,24.0,10.0
protestant,favor,24.0,12.0
protestant,favor,82.0,9.0
protestant,favor,70.0,9.0
protestant,favor,49.0,12.0
protestant,favor,36.0,12.0
protestant,oppose,41.0,16.0
protestant,favor,36.0,12.0
protestant,oppose,38.0,12.0
protestant,favor,71.0,12.0
protestant,favor,53.0,12.0
protestant,favor,22.0,13.0
protestant,favor,27.0,13.0
protestant,favor,47.0,12.0
protestant,favor,42.0,12.0
protestant,favor,49.0,17.0
protestant,favor,42.0,17.0
protestant,favor,52.0,12.0
other,,35.0,15.0
protestant,favor,28.0,12.0
catholic,favor,47.0,17.0
protestant,favor,57.0,9.0
protestant,oppose,54.0,13.0
protestant,favor,31.0,10.0
protestant,favor,46.0,8.0
protestant,favor,32.0,18.0
catholic,favor,40.0,12.0
protestant,favor,35.0,16.0
protestant,favor,71.0,14.0
protestant,favor,25.0,16.0
none,favor,40.0,15.0
catholic,favor,39.0,16.0
protestant,favor,30.0,14.0
protestant,favor,33.0,17.0
protestant,favor,25.0,16.0
catholic,,27.0,20.0
protestant,oppose,72.0,13.0
protestant,favor,38.0,12.0
protestant,favor,27.0,15.0
protestant,favor,37.0,14.0
protestant,favor,56.0,13.0
protestant,oppose,30.0,14.0
protestant,favor,66.0,11.0
protestant,favor,26.0,16.0
protestant,favor,36.0,14.0
protestant,favor,81.0,7.0
protestant,,68.0,12.0
protestant,,45.0,12.0
protestant,favor,44.0,11.0
protestant,favor,32.0,12.0
protestant,favor,35.0,12.0
protestant,favor,70.0,12.0
catholic,favor,46.0,16.0
protestant,favor,21.0,12.0
protestant,oppose,44.0,13.0
protestant,favor,48.0,14.0
protestant,favor,40.0,6.0
protestant,favor,39.0,16.0
protestant,favor,31.0,20.0
protestant,favor,39.0,16.0
protestant,oppose,33.0,16.0
catholic,,28.0,14.0
catholic,favor,62.0,15.0
protestant,favor,21.0,12.0
protestant,favor,38.0,14.0
protestant,favor,67.0,10.0
protestant,favor,62.0,14.0
catholic,favor,34.0,12.0
protestant,oppose,59.0,12.0
protestant,oppose,72.0,6.0
protestant,oppose,72.0,8.0
protestant,oppose,35.0,11.0
protestant,favor,41.0,12.0
protestant,,35.0,19.0
protestant,favor,69.0,12.0
protestant,favor,38.0,16.0
protestant,favor,39.0,16.0
protestant,favor,75.0,11.0
protestant,favor,76.0,12.0
none,favor,35.0,13.0
protestant,favor,35.0,
protestant,oppose,75.0,14.0
protestant,,45.0,16.0
protestant,oppose,54.0,10.0
protestant,favor,51.0,16.0
protestant,favor,52.0,14.0
protestant,favor,61.0,14.0
protestant,favor,29.0,13.0
protestant,favor,34.0,13.0
protestant,favor,27.0,13.0
protestant,oppose,59.0,14.0
protestant,,44.0,18.0
protestant,favor,32.0,14.0
protestant,favor,59.0,14.0
protestant,favor,40.0,16.0
none,oppose,37.0,16.0
catholic,favor,34.0,12.0
none,favor,74.0,9.0
protestant,,46.0,14.0
protestant,favor,34.0,16.0
protestant,favor,77.0,12.0
none,favor,41.0,18.0
protestant,oppose,31.0,12.0
protestant,favor,26.0,18.0
protestant,favor,61.0,17.0
protestant,oppose,63.0,17.0
protestant,favor,77.0,12.0
none,favor,33.0,14.0
protestant,oppose,60.0,14.0
protestant,favor,50.0,15.0
none,oppose,38.0,17.0
catholic,,52.0,12.0
protestant,favor,49.0,11.0
protestant,oppose,38.0,13.0
catholic,favor,43.0,12.0
none,favor,39.0,11.0
protestant,favor,45.0,16.0
protestant,favor,40.0,14.0
protestant,favor,73.0,8.0
protestant,favor,41.0,19.0
jewish,oppose,40.0,18.0
none,favor,64.0,12.0
protestant,favor,38.0,18.0
protestant,favor,87.0,16.0
protestant,favor,41.0,12.0
protestant,favor,42.0,13.0
catholic,favor,20.0,13.0
none,oppose,63.0,18.0
none,,34.0,14.0
none,oppose,23.0,13.0
none,favor,69.0,17.0
protestant,favor,68.0,11.0
catholic,favor,40.0,11.0
none,favor,69.0,12.0
catholic,oppose,40.0,13.0
protestant,favor,52.0,8.0
protestant,favor,41.0,13.0
catholic,oppose,19.0,11.0
protestant,favor,85.0,10.0
catholic,favor,38.0,12.0
protestant,favor,54.0,12.0
catholic,favor,82.0,13.0
protestant,,81.0,17.0
protestant,favor,55.0,18.0
protestant,favor,72.0,16.0
catholic,favor,69.0,11.0
protestant,favor,80.0,16.0
protestant,favor,69.0,12.0
protestant,favor,64.0,10.0
catholic,favor,35.0,14.0
protestant,favor,76.0,14.0
catholic,favor,22.0,15.0
protestant,favor,26.0,18.0
catholic,favor,26.0,14.0
protestant,favor,68.0,13.0
catholic,favor,45.0,12.0
protestant,favor,73.0,14.0
protestant,favor,66.0,18.0
catholic,favor,26.0,16.0
protestant,oppose,33.0,14.0
none,favor,38.0,12.0
catholic,favor,36.0,14.0
none,favor,36.0,16.0
catholic,favor,44.0,11.0
protestant,favor,23.0,12.0
protestant,favor,45.0,14.0
protestant,favor,21.0,12.0
protestant,oppose,43.0,14.0
protestant,favor,45.0,13.0
protestant,favor,40.0,16.0
catholic,favor,21.0,13.0
protestant,favor,45.0,12.0
protestant,oppose,89.0,14.0
catholic,favor,43.0,13.0
protestant,favor,34.0,14.0
protestant,oppose,63.0,18.0
protestant,favor,73.0,18.0
protestant,favor,51.0,13.0
catholic,favor,25.0,16.0
catholic,favor,38.0,16.0
protestant,oppose,57.0,16.0
catholic,,64.0,14.0
protestant,favor,58.0,13.0
other,favor,35.0,20.0
protestant,favor,54.0,14.0
protestant,favor,57.0,12.0
catholic,favor,40.0,16.0
catholic,favor,21.0,12.0
none,oppose,19.0,12.0
protestant,favor,23.0,14.0
protestant,favor,43.0,18.0
protestant,favor,21.0,14.0
protestant,favor,23.0,16.0
protestant,favor,21.0,13.0
protestant,favor,40.0,13.0
protestant,favor,63.0,12.0
protestant,favor,23.0,16.0
catholic,favor,82.0,10.0
catholic,favor,31.0,8.0
catholic,favor,28.0,14.0
protestant,favor,28.0,8.0
catholic,,35.0,12.0
none,favor,38.0,12.0
protestant,oppose,45.0,16.0
protestant,favor,54.0,14.0
protestant,favor,43.0,13.0
none,favor,35.0,16.0
none,favor,31.0,14.0
none,oppose,48.0,16.0
none,oppose,44.0,16.0
other,oppose,22.0,10.0
protestant,favor,57.0,11.0
none,favor,19.0,11.0
protestant,favor,78.0,6.0
protestant,favor,20.0,12.0
jewish,oppose,35.0,12.0
protestant,favor,71.0,12.0
none,oppose,49.0,19.0
protestant,favor,72.0,12.0
protestant,oppose,46.0,12.0
none,favor,69.0,14.0
protestant,favor,25.0,9.0
protestant,oppose,22.0,12.0
protestant,,53.0,13.0
jewish,oppose,39.0,14.0
protestant,favor,41.0,14.0
protestant,favor,58.0,12.0
protestant,favor,21.0,14.0
catholic,favor,61.0,12.0
protestant,favor,47.0,16.0
none,favor,37.0,15.0
protestant,favor,25.0,14.0
none,oppose,24.0,13.0
catholic,favor,28.0,7.0
other,oppose,35.0,12.0
protestant,favor,85.0,12.0
protestant,,79.0,14.0
protestant,favor,77.0,12.0
protestant,favor,83.0,8.0
protestant,favor,65.0,13.0
catholic,favor,50.0,18.0
protestant,favor,32.0,12.0
protestant,favor,25.0,12.0
protestant,favor,60.0,13.0
protestant,favor,57.0,16.0
protestant,favor,20.0,13.0
protestant,favor,48.0,12.0
protestant,favor,53.0,19.0
protestant,favor,52.0,16.0
protestant,favor,35.0,14.0
protestant,favor,28.0,15.0
protestant,favor,25.0,16.0
protestant,favor,25.0,15.0
protestant,favor,25.0,14.0
protestant,favor,21.0,15.0
protestant,favor,24.0,16.0
protestant,favor,27.0,17.0
protestant,favor,26.0,16.0
protestant,favor,38.0,14.0
protestant,favor,27.0,16.0
protestant,favor,66.0,13.0
protestant,favor,55.0,12.0
protestant,favor,33.0,16.0
protestant,oppose,63.0,16.0
,,,
protestant,favor,54.0,12.0
protestant,favor,51.0,16.0
catholic,favor,29.0,15.0
catholic,favor,51.0,15.0
protestant,oppose,84.0,8.0
protestant,oppose,43.0,15.0
protestant,favor,44.0,12.0
protestant,favor,30.0,12.0
protestant,favor,81.0,7.0
protestant,favor,74.0,8.0
protestant,favor,30.0,12.0
protestant,favor,42.0,12.0
catholic,favor,21.0,10.0
protestant,favor,62.0,8.0
catholic,favor,18.0,11.0
protestant,oppose,44.0,17.0
catholic,oppose,38.0,18.0
catholic,oppose,54.0,12.0
protestant,oppose,31.0,13.0
none,favor,35.0,11.0
protestant,oppose,38.0,12.0
protestant,favor,52.0,12.0
protestant,oppose,40.0,13.0
protestant,favor,55.0,11.0
none,favor,34.0,12.0
protestant,favor,68.0,12.0
catholic,favor,29.0,12.0
protestant,favor,38.0,12.0
protestant,,27.0,11.0
protestant,favor,55.0,12.0
protestant,favor,63.0,9.0
protestant,favor,43.0,15.0
protestant,favor,65.0,12.0
protestant,favor,80.0,14.0
protestant,favor,25.0,14.0
catholic,favor,60.0,12.0
catholic,favor,21.0,12.0
protestant,oppose,23.0,10.0
protestant,oppose,58.0,9.0
catholic,favor,36.0,11.0
catholic,favor,53.0,12.0
protestant,favor,30.0,15.0
protestant,favor,28.0,16.0
protestant,favor,72.0,6.0
catholic,favor,26.0,14.0
protestant,favor,39.0,13.0
catholic,oppose,23.0,12.0
protestant,oppose,26.0,14.0
catholic,oppose,45.0,15.0
protestant,oppose,62.0,16.0
protestant,favor,80.0,9.0
protestant,oppose,74.0,12.0
protestant,favor,24.0,12.0
protestant,favor,46.0,12.0
protestant,favor,32.0,14.0
none,favor,50.0,12.0
none,favor,38.0,16.0
protestant,,40.0,12.0
protestant,favor,51.0,11.0
protestant,favor,59.0,8.0
protestant,favor,57.0,12.0
protestant,,27.0,12.0
protestant,favor,23.0,13.0
protestant,favor,38.0,16.0
protestant,favor,28.0,14.0
catholic,oppose,52.0,13.0
catholic,favor,52.0,11.0
protestant,favor,39.0,12.0
catholic,favor,41.0,14.0
catholic,favor,55.0,14.0
protestant,oppose,36.0,18.0
protestant,favor,33.0,14.0
protestant,favor,67.0,13.0
catholic,favor,48.0,13.0
protestant,favor,20.0,12.0
catholic,favor,38.0,16.0
protestant,,68.0,7.0
protestant,favor,41.0,12.0
protestant,favor,25.0,16.0
protestant,favor,49.0,11.0
catholic,oppose,57.0,12.0
protestant,favor,44.0,13.0
protestant,favor,73.0,8.0
protestant,oppose,72.0,5.0
protestant,oppose,27.0,14.0
protestant,favor,60.0,9.0
protestant,favor,21.0,13.0
protestant,oppose,55.0,14.0
protestant,favor,29.0,16.0
catholic,oppose,38.0,14.0
protestant,oppose,54.0,18.0
protestant,favor,79.0,8.0
catholic,favor,53.0,9.0
protestant,favor,27.0,14.0
protestant,favor,59.0,13.0
protestant,favor,32.0,10.0
catholic,oppose,20.0,12.0
protestant,oppose,87.0,14.0
catholic,favor,31.0,17.0
catholic,favor,82.0,12.0
protestant,,78.0,16.0
protestant,,83.0,16.0
protestant,,29.0,12.0
catholic,favor,66.0,12.0
protestant,favor,22.0,12.0
protestant,,89.0,13.0
protestant,favor,42.0,12.0
protestant,favor,39.0,14.0
catholic,favor,32.0,18.0
protestant,favor,51.0,12.0
protestant,favor,30.0,16.0
protestant,favor,37.0,16.0
protestant,oppose,69.0,12.0
protestant,,78.0,12.0
protestant,favor,51.0,8.0
protestant,favor,42.0,12.0
protestant,favor,75.0,12.0
protestant,oppose,56.0,8.0
protestant,favor,29.0,11.0
protestant,favor,72.0,14.0
protestant,favor,26.0,16.0
protestant,favor,30.0,13.0
protestant,favor,76.0,14.0
protestant,favor,24.0,16.0
catholic,favor,33.0,12.0
protestant,favor,66.0,12.0
protestant,favor,67.0,13.0
protestant,favor,65.0,11.0
protestant,oppose,59.0,12.0
protestant,oppose,20.0,8.0
catholic,oppose,85.0,8.0
catholic,favor,39.0,14.0
protestant,favor,32.0,7.0
catholic,oppose,63.0,12.0
catholic,favor,35.0,12.0
protestant,,77.0,8.0
protestant,favor,21.0,12.0
protestant,favor,45.0,14.0
catholic,favor,22.0,15.0
protestant,favor,34.0,16.0
protestant,oppose,66.0,14.0
catholic,favor,26.0,14.0
protestant,favor,32.0,12.0
protestant,oppose,39.0,13.0
protestant,oppose,74.0,12.0
catholic,oppose,61.0,12.0
protestant,favor,35.0,13.0
catholic,favor,26.0,14.0
protestant,favor,51.0,12.0
protestant,favor,45.0,12.0
protestant,favor,24.0,13.0
protestant,oppose,73.0,16.0
protestant,favor,87.0,8.0
protestant,oppose,41.0,12.0
protestant,,37.0,12.0
protestant,favor,29.0,9.0
protestant,favor,48.0,12.0
protestant,oppose,58.0,13.0
protestant,favor,63.0,12.0
protestant,,73.0,10.0
protestant,favor,54.0,9.0
protestant,favor,22.0,9.0
protestant,favor,45.0,12.0
protestant,favor,23.0,12.0
catholic,favor,88.0,13.0
protestant,favor,36.0,14.0
protestant,favor,39.0,16.0
protestant,favor,23.0,12.0
protestant,favor,49.0,16.0
protestant,oppose,71.0,8.0
protestant,oppose,82.0,7.0
protestant,favor,41.0,12.0
protestant,favor,68.0,12.0
protestant,oppose,60.0,10.0
protestant,favor,47.0,16.0
protestant,oppose,60.0,9.0
protestant,oppose,41.0,12.0
protestant,favor,55.0,12.0
protestant,favor,27.0,9.0
protestant,oppose,48.0,15.0
protestant,oppose,79.0,8.0
protestant,oppose,61.0,12.0
protestant,favor,52.0,13.0
protestant,favor,36.0,12.0
protestant,favor,21.0,12.0
protestant,oppose,33.0,16.0
protestant,oppose,41.0,12.0
protestant,favor,43.0,16.0
protestant,oppose,39.0,7.0
protestant,favor,43.0,12.0
catholic,,60.0,13.0
protestant,favor,50.0,16.0
protestant,favor,43.0,18.0
protestant,favor,49.0,17.0
protestant,favor,63.0,20.0
protestant,favor,74.0,12.0
protestant,favor,34.0,12.0
none,favor,39.0,14.0
protestant,oppose,34.0,12.0
protestant,favor,22.0,15.0
protestant,oppose,49.0,20.0
protestant,,36.0,9.0
protestant,oppose,28.0,12.0
protestant,favor,65.0,16.0
protestant,favor,28.0,12.0
protestant,favor,65.0,11.0
protestant,oppose,22.0,12.0
protestant,favor,59.0,13.0
protestant,favor,79.0,6.0
catholic,favor,33.0,12.0
catholic,favor,41.0,12.0
protestant,favor,35.0,12.0
none,favor,58.0,15.0
protestant,oppose,32.0,12.0
protestant,favor,32.0,12.0
protestant,favor,26.0,12.0
protestant,favor,58.0,12.0
protestant,favor,21.0,12.0
protestant,favor,63.0,10.0
none,favor,37.0,9.0
protestant,oppose,32.0,12.0
protestant,favor,45.0,8.0
protestant,favor,36.0,14.0
protestant,,28.0,12.0
catholic,favor,43.0,14.0
protestant,favor,80.0,8.0
catholic,favor,42.0,12.0
protestant,oppose,33.0,14.0
protestant,favor,49.0,12.0
protestant,favor,58.0,12.0
catholic,oppose,65.0,14.0
protestant,favor,74.0,12.0
catholic,favor,43.0,19.0
protestant,favor,73.0,8.0
protestant,oppose,73.0,12.0
protestant,favor,76.0,12.0
catholic,favor,69.0,8.0
protestant,oppose,54.0,12.0
protestant,favor,67.0,12.0
protestant,favor,60.0,10.0
catholic,favor,70.0,14.0
catholic,favor,37.0,12.0
protestant,favor,40.0,12.0
protestant,favor,71.0,12.0
catholic,favor,78.0,11.0
protestant,favor,48.0,8.0
catholic,oppose,34.0,12.0
protestant,favor,32.0,12.0
catholic,favor,54.0,11.0
catholic,favor,24.0,11.0
protestant,favor,44.0,11.0
catholic,favor,48.0,10.0
protestant,favor,25.0,12.0
catholic,favor,54.0,12.0
protestant,favor,77.0,10.0
protestant,favor,61.0,11.0
catholic,favor,71.0,16.0
protestant,favor,77.0,12.0
protestant,favor,27.0,17.0
protestant,oppose,62.0,8.0
protestant,favor,61.0,6.0
protestant,favor,22.0,12.0
catholic,oppose,33.0,12.0
protestant,favor,25.0,12.0
catholic,favor,51.0,8.0
none,favor,75.0,12.0
protestant,favor,67.0,11.0
protestant,favor,40.0,13.0
protestant,oppose,32.0,12.0
protestant,favor,26.0,12.0
protestant,favor,34.0,12.0
protestant,oppose,30.0,13.0
protestant,favor,53.0,8.0
protestant,favor,47.0,12.0
protestant,favor,61.0,9.0
protestant,favor,50.0,16.0
protestant,favor,68.0,7.0
protestant,oppose,76.0,6.0
none,favor,56.0,8.0
protestant,oppose,44.0,14.0
protestant,oppose,39.0,11.0
protestant,favor,59.0,4.0
protestant,favor,43.0,11.0
protestant,oppose,78.0,8.0
protestant,favor,48.0,16.0
protestant,favor,48.0,16.0
protestant,favor,47.0,16.0
protestant,favor,44.0,11.0
protestant,favor,22.0,15.0
protestant,favor,47.0,12.0
protestant,favor,27.0,11.0
protestant,oppose,44.0,19.0
protestant,oppose,38.0,6.0
protestant,favor,26.0,12.0
protestant,oppose,32.0,16.0
protestant,oppose,,13.0
protestant,,32.0,12.0
protestant,,33.0,12.0
protestant,favor,71.0,8.0
protestant,oppose,55.0,9.0
protestant,oppose,48.0,10.0
none,,69.0,8.0
protestant,favor,41.0,12.0
protestant,oppose,57.0,12.0
protestant,favor,35.0,16.0
protestant,oppose,42.0,13.0
protestant,favor,64.0,8.0
protestant,,64.0,13.0
protestant,,45.0,7.0
protestant,favor,51.0,13.0
protestant,favor,71.0,9.0
protestant,favor,77.0,11.0
protestant,favor,21.0,15.0
other,oppose,22.0,15.0
protestant,favor,20.0,14.0
catholic,favor,21.0,14.0
protestant,favor,21.0,15.0
protestant,favor,24.0,16.0
none,favor,22.0,15.0
protestant,favor,23.0,14.0
protestant,favor,73.0,8.0
protestant,favor,78.0,7.0
none,oppose,23.0,15.0
protestant,favor,22.0,14.0
protestant,oppose,22.0,16.0
protestant,favor,27.0,19.0
catholic,favor,23.0,14.0
catholic,favor,21.0,13.0
catholic,oppose,22.0,15.0
catholic,oppose,23.0,16.0
protestant,oppose,22.0,15.0
none,favor,22.0,15.0
none,favor,34.0,16.0
protestant,favor,37.0,14.0
protestant,,68.0,17.0
none,,43.0,20.0
protestant,favor,78.0,7.0
protestant,,63.0,7.0
protestant,oppose,28.0,17.0
protestant,favor,35.0,14.0
protestant,favor,47.0,10.0
protestant,oppose,22.0,10.0
protestant,favor,82.0,5.0
protestant,favor,28.0,12.0
protestant,oppose,65.0,8.0
protestant,favor,24.0,15.0
protestant,favor,50.0,8.0
protestant,favor,52.0,5.0
protestant,favor,58.0,
protestant,favor,41.0,11.0
protestant,,33.0,13.0
protestant,favor,35.0,12.0
protestant,,41.0,12.0
protestant,favor,43.0,13.0
other,oppose,32.0,16.0
protestant,favor,36.0,12.0
protestant,oppose,34.0,12.0
protestant,,33.0,10.0
protestant,oppose,30.0,11.0
protestant,oppose,31.0,12.0
protestant,favor,62.0,12.0
protestant,favor,47.0,11.0
protestant,oppose,31.0,12.0
protestant,favor,73.0,7.0
protestant,oppose,71.0,6.0
protestant,favor,81.0,11.0
protestant,favor,57.0,13.0
protestant,favor,73.0,11.0
protestant,favor,41.0,10.0
protestant,oppose,69.0,10.0
protestant,favor,61.0,3.0
protestant,favor,32.0,14.0
protestant,favor,44.0,13.0
protestant,favor,43.0,12.0
protestant,favor,76.0,12.0
protestant,favor,34.0,14.0
protestant,favor,82.0,12.0
protestant,favor,34.0,13.0
none,favor,41.0,14.0
catholic,favor,30.0,12.0
protestant,favor,27.0,12.0
catholic,favor,39.0,12.0
none,oppose,41.0,19.0
protestant,oppose,72.0,16.0
protestant,favor,35.0,12.0
none,favor,35.0,11.0
catholic,favor,66.0,16.0
protestant,favor,64.0,6.0
protestant,favor,29.0,14.0
protestant,favor,50.0,10.0
protestant,favor,31.0,14.0
protestant,favor,56.0,12.0
catholic,favor,48.0,12.0
protestant,favor,60.0,10.0
protestant,favor,73.0,13.0
protestant,favor,36.0,14.0
protestant,favor,32.0,14.0
catholic,oppose,28.0,19.0
protestant,favor,45.0,12.0
protestant,oppose,66.0,12.0
protestant,favor,33.0,12.0
protestant,favor,51.0,12.0
protestant,favor,42.0,12.0
catholic,oppose,22.0,13.0
catholic,oppose,70.0,7.0
catholic,oppose,48.0,10.0
protestant,favor,35.0,12.0
catholic,favor,35.0,12.0
protestant,favor,82.0,12.0
catholic,favor,30.0,9.0
protestant,favor,70.0,12.0
protestant,favor,47.0,12.0
other,oppose,43.0,11.0
none,oppose,44.0,16.0
catholic,favor,43.0,16.0
protestant,favor,45.0,15.0
protestant,oppose,78.0,17.0
